# Reviewed pin decisions (2026-09-25). Each pin was LOOKED AT in a rendered crop before deciding.
# Remove when the right label is not certain; relabel only when certain. See pin_fixes.py.
# module	slice	structure	x	y	action	reason
ct-thorax-sagittal	28	sternum	29.9	12.0	remove	on the clavicle head above the manubrium, not sternum
ct-thorax-sagittal	28	sternum	33.8	7.1	remove	on the clavicle head above the manubrium, not sternum
ct-thorax-sagittal	28	thoracic-vertebra	81.5	32.7	remove	lateral to the vertebral bodies, on the rib head / transverse process, vertebra not certain
ct-thorax-sagittal	28	thoracic-vertebra	81.9	52.5	remove	lateral to the vertebral bodies, on the rib head / transverse process, vertebra not certain
ct-thorax-sagittal	28	thoracic-vertebra	86.0	66.5	remove	lateral to the vertebral bodies, on the rib head / transverse process, vertebra not certain
ct-thorax-sagittal	28	vertebral-canal	79.6	63.7	remove	on bone in a parasagittal plane lateral to the vertebral bodies, no canal here
ct-thorax-sagittal	28	vertebral-canal	82.2	67.2	remove	on bone in a parasagittal plane lateral to the vertebral bodies, no canal here
ct-thorax-sagittal	29	sternum	8.8	67.0	remove	on a costal cartilage, no sternum on this lateral plane
ct-thorax-sagittal	29	sternum	29.4	15.9	remove	small bone below the clavicle, likely first costal cartilage; sternum not certain
ct-thorax-sagittal	29	sternum	31.1	6.9	remove	on the clavicle, not sternum
ct-thorax-sagittal	29	sternum	34.1	19.4	remove	small bone below the clavicle, likely first costal cartilage; sternum not certain
ct-thorax-sagittal	29	sternum	34.6	18.2	remove	small bone below the clavicle, likely first costal cartilage; sternum not certain
ct-thorax-sagittal	29	sternum	35.3	12.3	remove	on the clavicle, not sternum
ct-thorax-sagittal	29	thoracic-vertebra	82.7	62.6	remove	lateral to the vertebral bodies, on the rib neck / transverse process region, vertebra not certain
ct-thorax-sagittal	29	thoracic-vertebra	82.9	74.1	remove	lateral to the vertebral bodies, on the rib neck / transverse process region, vertebra not certain
ct-thorax-sagittal	29	thoracic-vertebra	83.7	52.6	remove	lateral to the vertebral bodies, on the rib neck / transverse process region, vertebra not certain
ct-thorax-sagittal	30	lung	14.3	96.0	remove	in bowel gas below the diaphragm, not lung
ct-thorax-sagittal	30	rib	34.2	10.2	remove	on the clavicle (anterior ring-shaped bone above the first rib), not a rib
ct-thorax-sagittal	31	lung	15.0	96.0	remove	in bowel gas below the diaphragm, not lung
ct-thorax-sagittal	31	rib	33.9	7.7	remove	on the clavicle (anterior oval bone above the first rib), not a rib
ct-thorax-sagittal	32	lung	17.5	96.0	remove	in bowel gas below the diaphragm, not lung
ct-thorax-sagittal	32	rib	35.2	5.0	remove	on the clavicle (anterior oval bone above the first rib), not a rib
ct-thorax-sagittal	33	lung	19.3	94.3	remove	in bowel gas below the diaphragm, not lung
ct-thorax-sagittal	35	rib	86.7	17.0	remove	on the scapula blade behind the rib cage, not a rib
ct-thorax-sagittal	36	rib	90.2	44.9	remove	on the thickened lateral border of the scapula, not a rib
ct-thorax-sagittal	37	rib	88.0	39.6	remove	on the thickened lateral border of the scapula, not a rib
ct-thorax-sagittal	38	rib	85.7	37.6	remove	on the thickened lateral border of the scapula, not a rib
ct-thorax-sagittal	39	rib	82.4	33.7	remove	on the thickened lateral border of the scapula, not a rib
ct-thorax-sagittal	40	rib	80.4	33.3	remove	on the thickened lateral border of the scapula, not a rib
ct-thorax-sagittal	41	rib	75.8	23.8	remove	on the scapula (lateral border / neck) at the shoulder, not a rib
ct-thorax-sagittal	42	rib	54.8	2.2	remove	at the top edge on the shoulder bones (humerus / scapula), not a rib
ct-thorax-sagittal	42	rib	68.7	85.8	remove	on soft tissue of the axilla, no bone
ct-thorax-sagittal	42	rib	69.6	16.8	remove	on the scapula (lateral border / neck) at the shoulder, not a rib
ct-thorax-sagittal	42	rib	73.5	89.7	remove	on soft tissue of the axilla, no bone
ct-thorax-sagittal	43	rib	45.6	2.2	remove	on the humeral head at the top edge, not a rib
ct-thorax-sagittal	43	rib	54.8	2.2	remove	on the glenoid / humeral head at the top edge, not a rib
ct-thorax-sagittal	43	rib	69.9	81.8	remove	on soft tissue of the arm, no bone
ct-thorax-sagittal	43	rib	71.4	90.4	remove	on soft tissue of the arm, no bone
ct-thorax-sagittal	44	rib	43.4	2.2	remove	on the humeral head at the top edge, not a rib
ct-thorax-sagittal	44	rib	51.6	2.2	remove	on the humeral head at the top edge, not a rib
ct-thorax-sagittal	44	rib	63.8	86.8	remove	on soft tissue of the arm, no bone
ct-thorax-sagittal	44	rib	76.1	67.2	remove	on soft tissue of the arm, no bone
ct-thorax-sagittal	45	rib	41.4	2.2	remove	on the humerus at the top edge, not a rib
ct-thorax-sagittal	45	rib	53.7	2.2	remove	on the humerus at the top edge, not a rib
ct-thorax-sagittal	45	rib	77.9	64.2	remove	on soft tissue of the arm, no bone
ct-thorax-sagittal	46	rib	40.5	2.0	remove	on the humerus at the top edge, not a rib
ct-thorax-sagittal	46	rib	52.0	2.2	remove	on the humerus at the top edge, not a rib
ct-thorax-sagittal	46	rib	58.6	2.2	remove	on the humerus at the top edge, not a rib
ct-thorax-sagittal	47	rib	42.5	2.2	remove	on the humerus at the top edge, not a rib
ct-thorax-sagittal	48	rib	48.6	2.0	remove	on arm bone at the top edge (humerus), not a rib
# keep	ct-head-axial	6	skull	66.4	34.9	on the frontal bone of the vault
# keep	ct-head-axial	14	skull	52.0	22.5	frontal sinus septum, part of the frontal bone
# keep	ct-head-axial	17	skull	54.1	22.5	frontal sinus septum, part of the frontal bone
# keep	ct-head-axial	22	skull	46.7	92.8	occipital bone
# keep	ct-head-axial	23	skull	19.6	76.9	lateral skull vault
# keep	ct-head-axial	26	skull	22.4	28.0	zygomatic process of the frontal bone at the lateral orbit
# keep	ct-head-axial	27	skull	22.0	51.2	petrous temporal bone
# keep	ct-head-coronal	6	skull	40.3	34.3	frontal bone beside the frontal sinus
# keep	ct-head-coronal	9	skull	52.8	21.1	frontal bone of the vault
# keep	ct-head-coronal	10	skull	26.5	36.2	frontal bone at the lateral orbital rim
# keep	ct-head-coronal	14	skull	36.8	89.9	mandible below the teeth: skull (mandible)
# keep	ct-head-coronal	22	skull	73.4	93.3	marrow of the tip of the mandibular ramus inside its cortex: skull (mandible)
# keep	ct-head-coronal	22	skull	75.3	58.5	temporal bone at the skull base
# keep	ct-head-coronal	25	skull	77.6	66.2	head of the mandible below the skull base: skull (mandible)
# keep	ct-head-coronal	44	skull	70.5	34.0	parietal bone of the vault
# keep	ct-head-sagittal	8	skull	77.7	38.9	posterior skull vault
# keep	ct-head-sagittal	9	skull	38.8	27.5	frontal bone of the vault
# keep	ct-head-sagittal	10	skull	81.1	50.3	occipital bone
# keep	ct-head-sagittal	11	skull	27.4	32.9	frontal bone above the orbit
# keep	ct-head-sagittal	22	skull	45.2	52.1	sphenoid bone behind the sphenoid sinus
# keep	ct-head-sagittal	29	paranasal-sinus	23.8	70.7	maxillary sinus
# keep	ct-head-sagittal	31	skull	31.0	41.5	thin orbital roof of the frontal bone
# keep	ct-head-sagittal	32	skull	55.4	60.4	skull base (petrous temporal / sphenoid)
# keep	ct-head-sagittal	34	skull	25.8	26.1	posterior wall of the frontal sinus, frontal bone
# keep	ct-head-sagittal	40	skull	29.4	32.4	frontal bone above the orbit
# keep	ct-head-sagittal	41	skull	80.7	46.6	occipital bone
# keep	ct-head-sagittal	42	skull	64.0	63.7	bony septum of the mastoid, temporal bone
# keep	ct-head-sagittal	45	skull	65.4	37.6	skull vault cut tangentially on a lateral slice
# keep	ct-thorax-axial	6	rib	36.4	45.5	first rib along the front of the lung apex
# keep	ct-thorax-axial	25	rib	24.8	37.3	anterolateral rib in the right chest wall, cortex and marrow visible; jump is only because neighbouring rib pins sit on other ribs
# keep	ct-thorax-axial	34	rib	79.5	34.4	rib cross-section in the anterolateral chest wall below the clavicle level; jump is only because neighbouring rib pins sit on other ribs
# keep	ct-thorax-coronal	9	rib	70.1	40.3	on a clear rib cross-section (cortex ring with marrow) in the right anterior chest wall; jump only because neighbouring slices pin a different rib
# keep	ct-thorax-coronal	19	rib	62.0	10.9	rib over the lung apex
# keep	ct-thorax-coronal	25	rib	63.4	1.9	elongated oval over the left lung apex, first rib, mirrors right first rib pin 7
# keep	ct-thorax-coronal	27	lung	57.3	9.9	inside the aerated left lung apex
# keep	ct-thorax-coronal	28	lung	73.1	44.9	inside the aerated left lower lung
# keep	ct-thorax-coronal	29	lung	60.1	61.1	inside the aerated left lower lung
# keep	ct-thorax-coronal	30	rib	69.1	3.4	oblique rib over the left lung apex at the lung border, mirrors the right apex rib in slices 31 and 32
# keep	ct-thorax-coronal	33	rib	21.4	88.3	low lateral rib below the lung base, cortical oval in line with the right lateral rib column
# keep	ct-thorax-coronal	35	rib	21.9	88.0	low lateral rib below the lung base, cortical oval in line with the right lateral rib column
# keep	ct-thorax-coronal	38	thoracic-vertebra	47.5	72.6	midline vertebral body
# keep	ct-thorax-coronal	40	rib	73.6	60.4	cortical oval in the left lateral rib column at the lung border
# keep	ct-thorax-coronal	42	thoracic-vertebra	49.1	83.5	midline bone mass of a lower thoracic vertebra, ribs at the same level laterally
# keep	ct-thorax-coronal	45	rib	35.9	84.1	on an elongated posterior rib, same shape as the ribs above it
# keep	ct-thorax-sagittal	9	rib	44.3	76.1	on an oblique rib shaft of the lateral chest wall
# keep	ct-thorax-sagittal	9	rib	51.2	83.2	on an oblique rib shaft of the lateral chest wall
# keep	ct-thorax-sagittal	11	rib	33.0	61.5	on an anterior rib shaft (oblique section)
# keep	ct-thorax-sagittal	11	rib	37.5	47.1	on an anterior rib shaft (oblique section)
# keep	ct-thorax-sagittal	13	rib	49.7	16.8	on an upper rib at the lung apex; the clavicle is a separate bone above it at the top edge
# keep	ct-thorax-sagittal	19	rib	83.3	34.1	on a posterior rib cross-section bordering the lung
# keep	ct-thorax-sagittal	23	sternum	10.8	70.5	sternebra of the sternal body on the midline slice
# keep	ct-thorax-sagittal	23	sternum	14.8	56.2	sternebra of the sternal body on the midline slice
# keep	ct-thorax-sagittal	24	lung	53.2	59.2	in the medial lower-lobe lung (azygo-oesophageal recess) behind the heart, continuous with the lung on slice 23
# keep	ct-thorax-sagittal	24	vertebral-canal	66.0	9.0	dark canal band behind the vertebral bodies
# keep	ct-thorax-sagittal	25	thoracic-vertebra	67.1	8.5	on bone of an upper thoracic vertebra on the midline plane
# keep	ct-thorax-sagittal	25	thoracic-vertebra	69.5	17.5	vertebral body
# keep	ct-thorax-sagittal	25	vertebral-canal	74.6	97.7	front of the dark canal band at the bottom edge
# keep	ct-thorax-sagittal	26	thoracic-vertebra	82.1	62.2	posterior element of a vertebra (pedicle / articular column)
# keep	ct-thorax-sagittal	27	sternum	18.8	44.8	sternal body below the manubrium
# keep	ct-thorax-sagittal	27	lung	33.7	28.1	in the anterior upper-lobe lung behind the manubrium, continuous with the anterior lung below
# keep	ct-thorax-sagittal	27	thoracic-vertebra	77.0	97.0	on vertebral bone of a lower thoracic vertebra where the bodies are in plane
# keep	ct-thorax-sagittal	31	rib	82.6	31.9	on a posterior rib cross-section bordering the lung
# keep	ct-thorax-sagittal	34	lung	64.7	37.5	in posterior lung parenchyma
# keep	ct-thorax-sagittal	35	rib	34.5	20.6	on an upper rib running obliquely over the lung apex (lung directly beneath)
# keep	ct-thorax-sagittal	36	rib	53.9	7.7	on an upper rib running obliquely over the lung apex (lung directly beneath)
# keep	ct-thorax-sagittal	36	lung	65.2	44.6	in posterior lung parenchyma
# keep	ct-thorax-sagittal	41	rib	62.3	89.4	lower rib cross-section in the lateral chest wall
# keep	ct-knee-coronal	14	femur	84.2	5.8	posterior femoral condyle at the top edge, cross-checked in axial slice 4 (inside the condyle); jump is only because the neighbouring femur pins sit on the other leg or other condyle
# keep	ct-knee-coronal	22	tibia	16.2	90.0	tibial shaft cortex low in the frame, cross-checked in axial slice 43 (tibial cortex); jump is only pin placement moving along the same shaft
# keep	ct-knee-coronal	23	tibia	17.9	67.5	tibial shaft cortex, cross-checked in axial slice 33 (tibial cortex); jump is only pin placement moving along the same shaft
# keep	ct-knee-coronal	31	tibia	75.0	28.8	tibial plateau just below the joint line with the femur above, cross-checked in axial slice 15 (inside the tibia); jump is from the neighbours pinning the shaft instead
# keep	ct-knee-coronal	42	tibia	78.8	30.7	anterior proximal tibia beside the tuberosity, cross-checked in axial slice 15 (anterior tibial cortex); jump is from the neighbours pinning lower on the tuberosity
# 2026-09-25 shipped-module side findings from the TotalSegmentator re-run comparison (docs/radioanatome/RESEG_TS_COMPARISON.md), each crop looked at again
ct-wholebody-axial	3	lumbar-vertebra	36.7	51.2	remove	on the atlas (C1) at the skull base, not lumbar
ct-wholebody-axial	3	thoracic-vertebra	61.7	50.9	remove	on the atlas (C1) at the skull base, not thoracic
ct-wholebody-axial	11	skull	29.9	46.6	remove	on the iliac wing, not skull
ct-wholebody-axial	11	skull	32.1	48.2	remove	on the iliac wing, not skull
ct-pelvis-coronal	12	hip-bone	84.4	61.8	remove	on the femur (greater trochanter), not hip bone
ct-pelvis-coronal	13	hip-bone	88.7	61.4	remove	on the femur cortex, not hip bone
ct-pelvis-axial	17	hip-bone	89.2	51.1	remove	on the femur cross-section, not hip bone
